29,28
25,28  
32,28
28,28
26,28
33,28
27,28
24,28
26,27
25,27
32,27
24,27
27,27
30,27
34,27
23,27
28,26
34,26
35,26
31,26
32,26
30,25
48,28
48,27
47,27  
48,26
12,28
21,28
11,28
12,27
22,27
13,27
10,28
11,27
36,28
35,28
38,28
38,27
43,27
41,27  
44,27
39,27
40,27
46,27
37,27
42,27
45,27
35,27
36,27
39,26
45,26
47,26
41,26
44,26
42,26
43,26
37,26 
38,26
40,26
36,26
46,26
34,34
35,34
35,33
43,33
44,33
34,33
37,33
41,33
33,33
40,33
38,33
36,33
39,33
42,33
37,32
34,32
45,32
42,32
39,32
40,32
43,32 
36,32
41,32
38,32
44,32
35,32  
40,31
45,31
36,31
37,31
34,31
44,31
39,31
42,31
35,31
43,31
38,31
41,31 
44,30
40,30
38,30
35,30
41,30
39,30
42,30
37,30
36,30  
45,30
34,30  
43,29
35,29
41,29  
42,29
44,29
39,29
40,29
38,29
45,29
36,29
37,29
37,28
44,28
42,28
45,28
43,28 
41,28
39,28
46,28
40,28  
45,34
46,33
47,31
46,31
47,30
46,29
47,29 
47,28
32,34
23,34
22,34
21,34
26,34
28,34 
24,34  
28,33
22,33
31,33
24,33 
25,33
32,33
23,33
27,33
30,33  
26,33
29,33  
30,32
32,32
24,32  
27,32
29,32  
25,32
33,32
26,32
23,32
28,32 
22,32
31,32
25,31
23,31
22,31 
30,31  
28,31
29,31
27,31  
32,31  
31,31  
26,31
33,31
24,31 
24,30  
25,30
32,30
33,30
29,30 
27,30  
23,30
31,30
22,30 
26,30
30,30  
28,30
30,29  
27,29
29,29
28,29  
34,29
24,29 
32,29
23,29  
31,29 
25,29
33,29
26,29  
34,28  
31,28
23,28  
30,28
14,34
16,34  
20,34
13,33
21,33  
18,33
15,33 
14,33
17,33  
16,33
20,33  
19,33
14,32
12,32  
19,32  
15,32
13,32  
20,32
21,32  
17,32
18,32
16,32  
19,31
13,31
20,31  
16,31
11,31  
15,31
21,31  
18,31
14,31  
17,31
12,31
16,30  
18,30
20,30
15,30  
21,30  
12,30
19,30  
11,30
17,30
14,30  
13,30  
12,29
21,29  
16,29
14,29
13,29  
22,29
11,29 
20,29
15,29
13,28
22,28  
10,30  
10,29
26,40
28,40  
24,40
22,40
21,40
30,39
23,39  
24,39
22,39  
20,39
27,39  
25,39
21,39
31,39  
28,39
29,39  
26,39  
20,38  
26,38
30,38  
28,38
22,38  
24,38  
27,38
29,38  
21,38  
25,38  
23,38  
31,38
25,37  
28,37  
31,37  
24,37
23,37  
26,37
21,37  
22,37
29,37  
27,37  
30,37
20,37  
31,36  
30,36  
27,36  
21,36
22,36  
26,36  
25,36
32,36  
28,36  
24,36
23,36  
29,36
31,35  
27,35  
23,35
24,35  
30,35  
25,35
32,35  
29,35  
26,35  
28,35  
22,35
21,35  
29,34
30,34 
27,34
25,34 
31,34
32,39
33,38  
36,38
39,38  
35,38
37,38  
34,38
38,38
32,38  
38,37
34,37  
32,37
41,37  
33,37
35,37  
39,37
42,37  
36,37  
40,37  
37,37  
39,36
43,36  
34,36  
38,36  
35,36
33,36  
42,36
36,36  
40,36  
41,36
37,36  
44,35
38,35  
41,35  
37,35
35,35  
43,35  
36,35
40,35  
42,35  
39,35
33,35  
34,35
33,34  
39,34  
36,34
42,34  
37,34
43,34  
40,34  
41,34  
38,34
44,34
15,40
19,39  
16,39
18,39  
17,39  
19,38
18,38  
16,38  
17,38
18,37  
15,37  
19,37
16,37  
17,37
19,36
20,36  
13,36  
18,36  
17,36
15,36  
14,36
16,36  
19,35
14,35  
20,35  
15,35
13,35  
18,35
17,35  
16,35  
19,34
15,34  
17,34
18,34
27,42  
26,42
28,41  
26,41
27,41  
29,40
30,40
31,40  
27,40
25,40  
23,40
15,43
16,43  
16,42
15,42  
17,41  
16,41
15,41  
16,40
17,40
18,40
